operating_period_id,line_factory_id,product_id,order_id,shift_id,machine_state_id,operator_id,work_order_status_id,timestamp,planned_qty,produced_qty,scrap_qty,cycle_time_s,oee,availability,performance,quality,maintenance_type_id,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh
158,1,1,1405,2,1,10,0,2025-11-03T19:00:00.000+01:00,40,41,1,26.24,0.733,1.0,0.759,0.965,2,2025-11-04,2.836,34.33,6.25,10.819
159,0,0,1026,2,1,13,0,2025-11-03T19:15:00.000+01:00,44,45,2,36.22,0.998,1.0,1.046,0.954,2,2025-11-04,2.275,41.14,6.59,11.955
160,2,0,24,2,1,11,3,2025-11-03T19:15:00.000+01:00,45,43,0,35.45,0.788,1.0,0.788,1.0,1,2025-11-06,2.527,37.9,6.25,11.902
161,1,1,818,2,2,7,1,2025-11-03T19:15:00.000+01:00,52,20,0,40.63,0.912,0.924,1.005,0.981,1,2025-11-10,1.34,30.5,5.54,8.568
162,0,0,423,2,1,10,3,2025-11-03T19:30:00.000+01:00,60,54,2,25.58,0.848,1.0,0.892,0.951,2,2025-11-05,1.741,39.43,6.39,12.39
163,2,1,690,2,1,6,0,2025-11-03T19:30:00.000+01:00,42,42,0,30.02,0.923,1.0,0.926,0.997,2,2025-11-04,2.292,40.02,6.14,11.661
164,1,2,1580,2,1,8,3,2025-11-03T19:30:00.000+01:00,44,38,1,33.73,0.902,1.0,0.932,0.968,2,2025-11-05,2.383,39.37,6.26,12.04
165,0,1,294,2,2,13,1,2025-11-03T19:45:00.000+01:00,43,18,0,30.91,0.483,0.686,0.713,0.988,1,2025-11-10,0.827,32.43,4.78,8.218
166,2,2,581,2,1,9,0,2025-11-03T19:45:00.000+01:00,43,44,0,25.75,0.748,1.0,0.751,0.996,1,2025-11-17,2.014,38.64,6.3,12.637
167,1,2,1356,2,1,2,0,2025-11-03T19:45:00.000+01:00,61,63,3,33.45,0.777,1.0,0.821,0.946,1,2025-11-04,2.232,35.7,6.76,11.581
168,0,1,650,2,1,6,3,2025-11-03T20:00:00.000+01:00,55,51,3,39.19,0.71,1.0,0.767,0.925,1,2025-11-03,2.042,39.96,6.67,12.674
169,2,0,1840,2,1,14,3,2025-11-03T20:00:00.000+01:00,64,61,3,33.98,0.722,1.0,0.764,0.946,1,2025-11-03,2.377,39.92,6.37,11.232
170,1,2,512,2,1,19,0,2025-11-03T20:00:00.000+01:00,42,42,1,34.65,0.879,1.0,0.903,0.974,0,2025-11-10,2.12,41.75,6.38,11.729
171,0,1,31,2,1,18,0,2025-11-03T20:15:00.000+01:00,45,46,1,28.59,0.979,1.0,1.02,0.96,1,2025-11-10,1.888,36.68,6.2,12.126
172,2,2,1181,2,1,18,3,2025-11-03T20:15:00.000+01:00,76,69,2,28.74,0.679,1.0,0.708,0.959,1,2025-11-17,1.488,38.2,6.39,11.738
173,1,1,224,2,1,0,3,2025-11-03T20:15:00.000+01:00,58,50,1,39.67,0.724,1.0,0.746,0.97,1,2025-11-17,2.534,35.5,6.64,12.674
174,0,1,762,2,1,7,0,2025-11-03T20:30:00.000+01:00,65,67,2,28.8,0.893,1.0,0.933,0.958,0,2025-11-06,2.015,36.12,6.26,11.291
175,2,0,832,2,3,9,2,2025-11-03T20:30:00.000+01:00,77,6,0,36.98,0.651,0.705,0.959,0.962,0,2025-11-10,0.741,32.37,5.44,3.814
176,1,2,32,2,1,1,3,2025-11-03T20:30:00.000+01:00,68,59,4,25.13,0.925,1.0,1.009,0.917,1,2025-11-06,1.943,36.04,6.35,12.3
177,0,1,1195,2,3,3,2,2025-11-03T20:45:00.000+01:00,58,3,0,44.54,0.249,0.366,0.703,0.968,1,2025-11-17,1.052,32.84,5.27,3.947
178,2,2,1406,2,1,8,3,2025-11-03T20:45:00.000+01:00,66,63,4,26.83,0.724,1.0,0.78,0.929,1,2025-11-04,1.724,40.58,6.26,12.906
179,1,2,492,2,1,17,3,2025-11-03T20:45:00.000+01:00,42,40,0,42.7,0.849,1.0,0.853,0.994,0,2025-11-05,1.723,40.55,6.78,11.984
180,0,2,1804,2,1,13,3,2025-11-03T21:00:00.000+01:00,47,43,1,32.37,1.0,1.0,1.058,0.957,1,2025-11-06,2.581,39.53,6.43,12.4
181,2,0,33,2,1,7,3,2025-11-03T21:00:00.000+01:00,75,65,2,36.98,0.755,1.0,0.78,0.968,1,2025-11-03,1.028,40.79,6.26,12.217
182,1,2,329,2,1,13,3,2025-11-03T21:00:00.000+01:00,77,69,2,38.28,1.0,1.0,1.053,0.966,1,2025-11-04,2.132,37.44,6.29,12.754
183,0,2,112,2,1,19,3,2025-11-03T21:15:00.000+01:00,63,57,0,43.82,1.0,1.0,1.051,0.983,1,2025-11-06,1.144,35.27,6.82,11.046
184,2,1,1603,2,2,16,1,2025-11-03T21:15:00.000+01:00,51,19,1,28.59,0.546,0.751,0.792,0.919,1,2025-11-06,1.567,29.74,5.49,7.388
185,1,2,1661,2,0,10,1,2025-11-03T21:15:00.000+01:00,71,4,0,29.24,0.361,0.502,0.767,0.938,0,2025-11-10,0.71,35.67,4.94,5.692
186,0,1,354,2,1,14,3,2025-11-03T21:30:00.000+01:00,72,68,4,33.24,0.984,1.0,1.048,0.938,1,2025-11-06,2.034,40.11,6.2,12.315
187,2,2,288,2,1,16,0,2025-11-03T21:30:00.000+01:00,46,46,2,37.23,0.978,1.0,1.043,0.938,0,2025-11-04,1.911,39.43,6.78,12.416
188,1,1,1805,2,1,8,0,2025-11-03T21:30:00.000+01:00,40,40,1,35.21,0.994,1.0,1.028,0.967,0,2025-11-05,1.996,37.45,6.4,11.771
189,0,2,806,2,1,15,0,2025-11-03T21:45:00.000+01:00,41,42,2,37.97,0.688,1.0,0.73,0.943,0,2025-11-17,2.538,33.51,6.41,11.701
190,2,2,1386,2,1,13,3,2025-11-03T21:45:00.000+01:00,79,72,5,25.17,0.728,1.0,0.787,0.925,3,2025-11-10,1.997,37.43,6.44,12.388
191,1,0,1027,2,1,8,3,2025-11-03T21:45:00.000+01:00,76,69,4,39.26,0.801,1.0,0.855,0.937,1,2025-11-04,1.356,39.55,6.16,12.39
192,0,0,1543,0,1,3,0,2025-11-03T22:00:00.000+01:00,76,76,1,36.77,0.755,1.0,0.774,0.975,0,2025-11-06,2.344,34.6,6.78,12.239
193,2,2,773,0,1,17,3,2025-11-03T22:00:00.000+01:00,71,68,5,35.57,0.944,1.0,1.03,0.916,1,2025-11-10,1.485,39.06,6.77,11.911
194,1,0,964,0,1,3,3,2025-11-03T22:00:00.000+01:00,71,63,2,25.62,0.767,1.0,0.804,0.955,1,2025-11-06,2.197,36.92,6.4,10.881
195,0,0,1764,0,1,13,3,2025-11-03T22:15:00.000+01:00,79,74,1,39.14,1.0,1.0,1.087,0.973,1,2025-11-03,2.417,38.55,6.68,12.784
196,2,0,833,0,1,12,3,2025-11-03T22:15:00.000+01:00,74,68,3,29.64,0.673,1.0,0.706,0.953,3,2025-11-03,2.252,40.86,6.9,12.634
197,1,0,34,0,2,15,1,2025-11-03T22:15:00.000+01:00,44,15,0,33.85,0.622,0.76,0.856,0.957,1,2025-11-17,1.264,32.05,5.41,7.566
198,0,0,925,0,3,4,2,2025-11-03T22:30:00.000+01:00,60,5,0,26.07,0.547,0.596,0.97,0.947,0,2025-11-04,1.136,33.77,5.37,4.142
199,2,0,516,0,1,8,3,2025-11-03T22:30:00.000+01:00,49,48,1,36.59,0.852,1.0,0.881,0.967,1,2025-11-03,1.84,40.56,6.55,13.077
200,1,2,76,0,4,19,3,2025-11-03T22:30:00.000+01:00,69,15,0,43.43,0.608,0.679,0.937,0.955,2,2025-11-06,1.14,29.7,4.96,5.34
201,0,1,1692,0,2,6,1,2025-11-03T22:45:00.000+01:00,55,23,1,44.94,0.321,0.32,1.059,0.947,1,2025-11-10,1.382,30.39,5.19,8.196
202,2,2,1041,0,2,11,1,2025-11-03T22:45:00.000+01:00,56,24,0,29.22,0.384,0.449,0.888,0.964,1,2025-11-10,1.015,30.51,4.69,7.63
203,1,2,400,0,1,9,3,2025-11-03T22:45:00.000+01:00,78,71,4,40.61,0.775,1.0,0.821,0.943,1,2025-11-17,2.414,41.0,6.45,11.548
204,0,0,104,0,1,1,3,2025-11-03T23:00:00.000+01:00,48,44,1,25.9,0.717,1.0,0.751,0.956,0,2025-11-05,1.859,38.04,6.5,12.15
205,2,0,582,0,1,18,0,2025-11-03T23:00:00.000+01:00,46,46,2,43.07,1.0,1.0,1.056,0.953,2,2025-11-06,2.03,36.58,7.02,12.763
206,1,2,1018,0,1,6,3,2025-11-03T23:00:00.000+01:00,47,46,2,29.37,0.739,1.0,0.773,0.956,0,2025-11-17,1.924,35.81,6.61,12.782
207,0,2,608,0,1,11,3,2025-11-03T23:15:00.000+01:00,70,64,2,40.03,0.909,1.0,0.949,0.957,1,2025-11-04,1.787,34.66,6.46,12.241
208,2,0,807,0,1,16,0,2025-11-03T23:15:00.000+01:00,63,65,1,34.33,0.977,1.0,1.004,0.973,2,2025-11-06,1.8,36.53,5.68,11.171
209,1,0,1521,0,1,13,3,2025-11-03T23:15:00.000+01:00,69,67,1,40.47,0.738,1.0,0.749,0.984,2,2025-11-17,1.819,39.31,6.72,12.303
210,0,0,774,0,1,8,3,2025-11-03T23:30:00.000+01:00,71,70,3,32.6,0.975,1.0,1.021,0.955,1,2025-11-10,2.143,36.21,6.34,11.741
211,2,0,1439,0,4,7,3,2025-11-03T23:30:00.000+01:00,62,7,0,31.9,0.322,0.32,1.085,0.929,0,2025-11-06,1.286,32.28,5.17,5.685
212,1,2,1561,0,1,19,0,2025-11-03T23:30:00.000+01:00,43,44,1,31.94,0.849,1.0,0.874,0.971,3,2025-11-05,1.825,33.96,6.29,12.707
213,0,2,547,0,4,7,3,2025-11-03T23:45:00.000+01:00,72,27,1,33.93,0.477,0.626,0.799,0.954,0,2025-11-10,1.511,29.7,5.56,5.468
214,2,1,437,0,1,15,0,2025-11-03T23:45:00.000+01:00,54,55,3,40.15,0.772,1.0,0.818,0.943,2,2025-11-10,1.621,36.06,6.46,11.517
215,1,0,1117,0,1,19,3,2025-11-03T23:45:00.000+01:00,61,57,2,39.68,0.908,1.0,0.953,0.953,1,2025-11-03,1.514,36.54,6.02,12.201
216,0,2,572,0,2,17,1,2025-11-04T00:00:00.000+01:00,60,20,1,25.22,0.808,0.837,1.02,0.945,2,2025-11-05,2.165,32.58,4.86,7.367
217,2,2,639,0,1,15,3,2025-11-04T00:00:00.000+01:00,41,35,1,36.36,0.779,1.0,0.819,0.952,1,2025-11-04,1.656,42.16,5.93,13.052
218,1,0,1581,0,1,7,3,2025-11-04T00:00:00.000+01:00,76,68,0,41.41,0.889,1.0,0.891,0.997,1,2025-11-06,1.793,40.06,6.85,11.642
219,0,2,173,0,1,13,3,2025-11-04T00:15:00.000+01:00,45,39,1,30.52,0.747,1.0,0.782,0.955,0,2025-11-06,2.09,35.84,6.34,10.84
220,2,1,843,0,1,19,3,2025-11-04T00:15:00.000+01:00,45,44,1,33.35,0.716,1.0,0.747,0.959,1,2025-11-04,2.195,38.89,6.55,12.271
221,1,0,1196,0,1,15,3,2025-11-04T00:15:00.000+01:00,79,74,5,30.56,0.73,1.0,0.787,0.928,1,2025-11-18,2.022,37.29,6.36,11.491
222,0,2,856,0,1,1,3,2025-11-04T00:30:00.000+01:00,70,63,3,32.59,0.779,1.0,0.827,0.942,3,2025-11-04,1.76,37.01,6.42,11.486
223,2,2,1849,0,2,12,1,2025-11-04T00:30:00.000+01:00,62,20,0,43.3,0.464,0.463,1.038,0.965,1,2025-11-07,1.257,34.33,4.61,7.974
224,1,2,1208,0,1,10,3,2025-11-04T00:30:00.000+01:00,56,51,1,33.81,0.734,1.0,0.753,0.974,2,2025-11-11,2.873,36.67,6.25,11.717
225,0,2,1671,0,1,17,3,2025-11-04T00:45:00.000+01:00,48,46,1,28.2,0.749,1.0,0.768,0.974,1,2025-11-04,2.101,35.94,6.62,11.804
226,2,2,1469,0,1,13,3,2025-11-04T00:45:00.000+01:00,74,65,2,33.39,0.697,1.0,0.72,0.967,0,2025-11-04,2.527,36.99,5.93,10.895
227,1,2,174,0,1,14,3,2025-11-04T00:45:00.000+01:00,51,49,4,35.26,0.709,1.0,0.778,0.911,1,2025-11-05,1.876,40.6,6.15,11.024
228,0,2,1312,0,1,4,3,2025-11-04T01:00:00.000+01:00,65,61,3,40.05,0.68,1.0,0.721,0.943,0,2025-11-06,1.73,37.26,5.92,11.982
229,2,2,1622,0,4,4,3,2025-11-04T01:00:00.000+01:00,66,9,0,38.59,0.235,0.337,0.714,0.976,1,2025-11-07,1.443,29.31,4.92,5.381
230,1,1,1010,0,1,8,3,2025-11-04T01:00:00.000+01:00,78,76,3,27.11,0.685,1.0,0.718,0.954,2,2025-11-04,2.028,38.72,6.25,12.375
231,0,2,1352,0,3,9,2,2025-11-04T01:15:00.000+01:00,70,10,0,42.32,0.41,0.488,0.887,0.948,0,2025-11-06,0.448,34.23,4.74,4.096
232,2,1,50,0,1,6,0,2025-11-04T01:15:00.000+01:00,70,71,4,25.8,0.983,1.0,1.056,0.931,1,2025-11-11,1.729,38.59,6.21,13.181
233,1,1,1078,0,1,10,0,2025-11-04T01:15:00.000+01:00,79,82,4,38.04,0.757,1.0,0.8,0.946,1,2025-11-11,1.89,37.89,6.39,12.361
234,0,1,386,0,1,1,3,2025-11-04T01:30:00.000+01:00,51,48,0,28.49,0.803,1.0,0.818,0.981,0,2025-11-07,2.375,41.82,6.56,12.393
235,2,2,1478,0,4,13,3,2025-11-04T01:30:00.000+01:00,73,10,0,38.96,0.882,0.885,1.017,0.98,1,2025-11-05,1.259,34.07,5.31,5.694
236,1,2,1407,0,1,3,3,2025-11-04T01:30:00.000+01:00,60,58,3,27.69,0.691,1.0,0.738,0.937,1,2025-11-05,2.259,35.51,6.57,12.796
237,0,0,1795,0,0,13,1,2025-11-04T01:45:00.000+01:00,54,8,0,35.81,0.911,0.853,1.083,0.986,1,2025-11-07,1.212,30.48,4.94,6.079
238,2,0,1648,0,1,7,3,2025-11-04T01:45:00.000+01:00,40,34,2,36.65,0.955,1.0,1.025,0.932,0,2025-11-07,1.347,33.02,6.25,11.585
239,1,2,763,0,1,0,3,2025-11-04T01:45:00.000+01:00,42,41,1,33.52,1.0,1.0,1.098,0.956,1,2025-11-11,2.439,36.01,6.7,11.022
240,0,2,219,0,1,18,0,2025-11-04T02:00:00.000+01:00,47,49,1,26.72,0.695,1.0,0.723,0.961,0,2025-11-05,2.911,36.04,6.85,11.053
241,2,1,530,0,1,10,3,2025-11-04T02:00:00.000+01:00,58,52,3,36.66,0.934,1.0,0.992,0.942,0,2025-11-05,2.866,34.91,6.34,11.676
242,1,0,792,0,1,18,3,2025-11-04T02:00:00.000+01:00,76,69,1,40.13,0.865,1.0,0.882,0.981,1,2025-11-18,1.608,40.46,6.57,11.789
243,0,2,1752,0,1,3,3,2025-11-04T02:15:00.000+01:00,53,52,0,42.67,0.851,1.0,0.866,0.983,1,2025-11-07,2.781,34.63,6.29,11.729
244,2,1,573,0,1,6,3,2025-11-04T02:15:00.000+01:00,61,54,1,42.36,0.796,1.0,0.819,0.971,0,2025-11-07,2.031,36.47,6.44,11.19
245,1,2,1771,0,1,8,3,2025-11-04T02:15:00.000+01:00,74,66,2,27.97,0.734,1.0,0.769,0.955,0,2025-11-06,2.067,34.28,6.82,12.909
246,0,0,1462,0,1,15,3,2025-11-04T02:30:00.000+01:00,78,69,4,31.14,0.731,1.0,0.778,0.939,3,2025-11-07,1.352,36.69,6.21,12.428
247,2,2,1444,0,1,4,3,2025-11-04T02:30:00.000+01:00,69,65,1,32.62,0.703,1.0,0.722,0.973,1,2025-11-05,2.323,37.19,6.43,12.239
248,1,2,175,0,1,17,0,2025-11-04T02:30:00.000+01:00,43,43,2,36.97,0.809,1.0,0.866,0.935,0,2025-11-05,2.356,38.43,7.18,13.099
249,0,0,750,0,1,4,3,2025-11-04T02:45:00.000+01:00,62,56,2,25.25,0.725,1.0,0.757,0.957,2,2025-11-06,1.421,40.46,6.67,12.582
250,2,1,445,0,2,7,1,2025-11-04T02:45:00.000+01:00,47,11,0,36.48,0.684,0.668,1.051,0.975,1,2025-11-07,0.665,32.02,5.25,8.093
251,1,1,1503,0,4,16,3,2025-11-04T02:45:00.000+01:00,64,8,0,32.16,0.881,0.943,0.974,0.959,1,2025-11-07,0.795,29.88,5.1,5.994
252,0,2,1089,0,1,18,3,2025-11-04T03:00:00.000+01:00,66,61,3,25.83,1.0,1.0,1.087,0.941,0,2025-11-04,1.985,41.66,6.11,12.12
253,2,2,1504,0,1,12,3,2025-11-04T03:00:00.000+01:00,51,46,2,42.49,0.967,1.0,1.032,0.936,1,2025-11-18,1.319,36.75,6.04,11.339
254,1,0,1726,0,1,0,3,2025-11-04T03:00:00.000+01:00,58,50,2,37.37,0.885,1.0,0.927,0.954,1,2025-11-18,2.253,39.57,6.88,10.942
255,0,0,1422,0,3,7,2,2025-11-04T03:15:00.000+01:00,60,1,0,33.37,0.466,0.533,0.938,0.933,0,2025-11-07,0.704,29.66,5.17,4.06
256,2,2,1109,0,1,9,3,2025-11-04T03:15:00.000+01:00,46,44,2,39.7,0.89,1.0,0.944,0.942,0,2025-11-06,1.755,35.85,6.38,11.972
257,1,0,1891,0,1,5,3,2025-11-04T03:15:00.000+01:00,50,49,2,34.43,0.706,1.0,0.737,0.959,2,2025-11-07,2.478,37.28,5.84,12.302
258,0,2,295,0,0,16,1,2025-11-04T03:30:00.000+01:00,73,10,0,30.11,0.374,0.513,0.766,0.951,0,2025-11-06,1.709,34.44,5.05,5.617
259,2,0,1604,0,1,8,0,2025-11-04T03:30:00.000+01:00,78,78,4,37.1,0.81,1.0,0.855,0.948,1,2025-11-05,1.588,41.32,6.17,12.872
260,1,0,1594,0,1,19,3,2025-11-04T03:30:00.000+01:00,54,53,1,29.62,1.0,1.0,1.059,0.979,0,2025-11-11,1.854,40.01,6.36,11.415
261,0,0,517,0,1,8,3,2025-11-04T03:45:00.000+01:00,46,42,2,40.32,0.927,1.0,0.977,0.949,0,2025-11-07,1.886,38.38,6.2,13.118
262,2,0,954,0,1,5,3,2025-11-04T03:45:00.000+01:00,42,39,2,30.38,0.728,1.0,0.779,0.934,2,2025-11-11,2.298,39.53,6.43,12.68
263,1,1,1393,0,1,18,3,2025-11-04T03:45:00.000+01:00,77,65,2,26.65,0.899,1.0,0.94,0.957,3,2025-11-11,2.034,38.22,6.73,11.966
264,0,2,205,0,1,5,3,2025-11-04T04:00:00.000+01:00,68,58,0,31.12,0.713,1.0,0.725,0.983,0,2025-11-04,1.948,39.44,6.5,11.225
265,2,2,1917,0,1,7,0,2025-11-04T04:00:00.000+01:00,59,59,1,37.77,0.802,1.0,0.823,0.975,1,2025-11-07,2.391,38.36,6.66,12.863
266,1,0,1197,0,1,16,0,2025-11-04T04:00:00.000+01:00,74,77,1,27.84,0.801,1.0,0.822,0.975,1,2025-11-06,2.359,33.21,6.03,11.134
267,0,2,330,0,1,3,3,2025-11-04T04:15:00.000+01:00,47,45,1,29.43,0.693,1.0,0.722,0.959,1,2025-11-05,2.043,38.7,6.11,11.414
268,2,2,700,0,3,5,2,2025-11-04T04:15:00.000+01:00,53,1,0,33.3,0.557,0.574,1.014,0.956,1,2025-11-06,1.628,30.88,5.35,3.757
269,1,2,1595,0,1,3,3,2025-11-04T04:15:00.000+01:00,60,59,3,32.53,0.875,1.0,0.928,0.943,3,2025-11-05,3.154,37.06,6.71,11.949
270,0,0,1463,0,1,0,3,2025-11-04T04:30:00.000+01:00,57,51,0,26.46,0.978,1.0,0.998,0.981,1,2025-11-18,1.672,40.21,6.73,12.506
271,2,2,296,0,1,9,3,2025-11-04T04:30:00.000+01:00,63,58,1,35.18,1.0,1.0,1.045,0.971,2,2025-11-06,1.991,40.19,6.58,12.878
272,1,0,1470,0,3,0,2,2025-11-04T04:30:00.000+01:00,43,5,0,25.14,0.426,0.562,0.794,0.954,1,2025-11-04,1.001,30.87,5.5,4.255
273,0,2,1806,0,1,14,3,2025-11-04T04:45:00.000+01:00,46,44,1,43.11,0.873,1.0,0.897,0.973,1,2025-11-05,1.869,34.67,6.45,11.592
274,2,2,1582,0,1,2,3,2025-11-04T04:45:00.000+01:00,58,49,1,33.8,0.859,1.0,0.893,0.962,2,2025-11-11,2.001,35.42,6.4,11.309
275,1,0,1357,0,1,14,3,2025-11-04T04:45:00.000+01:00,73,67,1,31.21,0.887,1.0,0.901,0.984,0,2025-11-05,2.52,38.32,6.74,12.711
276,0,2,1171,0,1,5,3,2025-11-04T05:00:00.000+01:00,72,65,2,43.96,0.732,1.0,0.756,0.968,0,2025-11-06,1.774,37.75,6.89,12.632
277,2,2,35,0,1,0,0,2025-11-04T05:00:00.000+01:00,62,62,3,38.43,1.0,1.0,1.071,0.951,1,2025-11-07,2.37,38.44,6.66,12.286
278,1,2,719,0,1,9,3,2025-11-04T05:00:00.000+01:00,51,50,3,41.02,0.724,1.0,0.772,0.938,1,2025-11-07,2.32,37.07,6.4,11.064
279,0,0,1982,0,1,10,3,2025-11-04T05:15:00.000+01:00,49,45,0,29.63,1.0,1.0,1.04,0.989,1,2025-11-06,1.765,38.44,6.72,11.753
280,2,0,672,0,1,10,0,2025-11-04T05:15:00.000+01:00,60,61,4,43.33,0.772,1.0,0.831,0.929,0,2025-11-18,2.477,42.83,6.28,11.693
281,1,0,322,0,1,11,3,2025-11-04T05:15:00.000+01:00,48,45,2,38.83,0.766,1.0,0.805,0.952,0,2025-11-18,2.185,37.38,6.37,12.298
282,0,2,1613,0,1,2,0,2025-11-04T05:30:00.000+01:00,65,65,2,41.9,0.821,1.0,0.858,0.957,0,2025-11-06,1.623,39.14,7.0,10.923
283,2,2,781,0,1,19,3,2025-11-04T05:30:00.000+01:00,55,49,2,32.61,0.709,1.0,0.742,0.955,1,2025-11-11,1.412,36.16,6.98,12.075
284,1,1,1650,0,1,12,3,2025-11-04T05:30:00.000+01:00,53,49,1,44.55,0.769,1.0,0.797,0.965,0,2025-11-05,2.486,37.33,6.55,12.392
285,0,0,1765,0,1,3,3,2025-11-04T05:45:00.000+01:00,53,48,1,31.56,0.997,1.0,1.026,0.971,1,2025-11-11,1.044,38.39,6.32,12.234
286,2,1,1394,0,2,15,1,2025-11-04T05:45:00.000+01:00,46,11,0,35.71,0.546,0.713,0.779,0.984,2,2025-11-07,1.104,31.5,5.17,7.539
287,1,0,1270,0,1,13,3,2025-11-04T05:45:00.000+01:00,53,47,1,40.84,0.982,1.0,1.025,0.959,0,2025-11-11,2.405,36.21,6.81,11.957
288,0,2,1395,1,1,16,3,2025-11-04T06:00:00.000+01:00,49,43,2,35.57,0.782,1.0,0.834,0.938,1,2025-11-05,1.781,41.02,6.67,12.046
289,2,2,548,1,2,15,1,2025-11-04T06:00:00.000+01:00,60,14,0,41.73,0.704,0.861,0.826,0.99,0,2025-11-06,1.268,30.4,5.02,8.564
290,1,2,1440,1,1,6,0,2025-11-04T06:00:00.000+01:00,63,63,2,30.11,0.996,1.0,1.031,0.966,1,2025-11-11,2.151,41.25,6.49,11.707
291,0,2,1714,1,4,6,3,2025-11-04T06:15:00.000+01:00,79,14,0,36.55,0.542,0.671,0.833,0.97,3,2025-11-04,0.874,31.82,5.12,5.297
292,2,1,588,1,1,3,3,2025-11-04T06:15:00.000+01:00,72,71,4,40.16,0.766,1.0,0.813,0.943,0,2025-11-07,1.988,35.17,6.76,11.563
293,1,2,1050,1,4,7,3,2025-11-04T06:15:00.000+01:00,51,10,0,43.65,0.493,0.674,0.75,0.975,0,2025-11-11,1.771,32.36,5.05,5.59
294,0,1,764,1,1,8,0,2025-11-04T06:30:00.000+01:00,54,55,3,40.13,0.84,1.0,0.89,0.945,1,2025-11-06,2.045,40.25,6.37,11.342
295,2,2,626,1,1,6,0,2025-11-04T06:30:00.000+01:00,79,82,3,32.64,0.781,1.0,0.821,0.952,0,2025-11-07,2.057,38.87,5.73,10.89
296,1,2,874,1,1,1,3,2025-11-04T06:30:00.000+01:00,52,49,3,43.47,1.0,1.0,1.099,0.921,1,2025-11-06,1.574,35.85,6.27,10.878
297,0,2,1772,1,1,15,3,2025-11-04T06:45:00.000+01:00,79,73,3,39.82,0.868,1.0,0.917,0.947,1,2025-11-06,1.374,35.36,6.69,12.369
298,2,2,751,1,1,11,3,2025-11-04T06:45:00.000+01:00,44,40,0,42.31,0.908,1.0,0.931,0.976,2,2025-11-05,1.351,38.68,6.69,12.418
299,1,2,563,1,1,14,3,2025-11-04T06:45:00.000+01:00,70,63,3,35.72,0.925,1.0,0.987,0.937,3,2025-11-06,2.129,38.09,6.45,11.865
300,0,0,797,1,1,17,3,2025-11-04T07:00:00.000+01:00,51,47,1,26.09,1.0,1.0,1.089,0.965,1,2025-11-11,1.265,38.64,6.42,12.03
301,2,2,1614,1,1,3,0,2025-11-04T07:00:00.000+01:00,75,78,2,34.13,0.802,1.0,0.832,0.964,0,2025-11-06,1.868,36.66,6.01,10.926
302,1,0,1875,1,1,16,0,2025-11-04T07:00:00.000+01:00,78,78,4,36.24,0.705,1.0,0.745,0.946,1,2025-11-18,2.131,37.73,6.92,12.263
303,0,0,948,1,1,6,0,2025-11-04T07:15:00.000+01:00,66,68,2,44.18,0.727,1.0,0.757,0.96,2,2025-11-06,1.612,39.12,6.2,12.192
304,2,2,1158,1,1,2,3,2025-11-04T07:15:00.000+01:00,79,74,0,26.74,0.816,1.0,0.821,0.994,2,2025-11-07,2.172,38.15,6.45,13.12
305,1,2,531,1,1,6,3,2025-11-04T07:15:00.000+01:00,59,50,3,42.34,0.997,1.0,1.082,0.921,1,2025-11-05,1.941,38.7,6.48,11.368
306,0,2,1358,1,1,11,0,2025-11-04T07:30:00.000+01:00,57,57,1,40.64,0.865,1.0,0.894,0.968,1,2025-11-11,2.357,35.74,5.95,12.706
307,2,2,1783,1,1,9,3,2025-11-04T07:30:00.000+01:00,71,67,3,27.79,0.881,1.0,0.928,0.95,1,2025-11-06,2.249,37.88,6.99,12.883
308,1,2,1860,1,1,8,0,2025-11-04T07:30:00.000+01:00,48,50,2,31.42,0.86,1.0,0.91,0.945,1,2025-11-04,1.64,37.42,6.78,12.451
309,0,2,408,1,1,11,3,2025-11-04T07:45:00.000+01:00,44,37,1,37.82,0.972,1.0,1.015,0.958,1,2025-11-04,1.043,41.19,6.48,11.772
310,2,1,1568,1,1,1,0,2025-11-04T07:45:00.000+01:00,54,55,0,44.07,0.722,1.0,0.729,0.99,1,2025-11-07,1.389,37.58,6.86,11.278
311,1,2,1149,1,1,19,3,2025-11-04T07:45:00.000+01:00,45,44,1,42.43,0.833,1.0,0.867,0.96,1,2025-11-06,1.606,37.51,6.83,11.867
312,0,2,798,1,1,13,3,2025-11-04T08:00:00.000+01:00,53,51,1,40.55,0.768,1.0,0.79,0.971,2,2025-11-05,2.433,36.68,6.45,11.222
313,2,1,1876,1,2,4,1,2025-11-04T08:00:00.000+01:00,59,12,0,34.16,0.466,0.558,0.872,0.957,0,2025-11-05,1.259,30.15,5.74,8.111
314,1,0,401,1,1,7,3,2025-11-04T08:00:00.000+01:00,70,66,1,30.16,0.867,1.0,0.886,0.979,3,2025-11-11,2.127,36.88,6.32,11.12
315,0,0,228,1,1,14,0,2025-11-04T08:15:00.000+01:00,68,68,3,26.71,0.988,1.0,1.046,0.944,2,2025-11-06,1.639,36.77,6.19,11.998
316,2,2,574,1,1,5,3,2025-11-04T08:15:00.000+01:00,74,70,1,27.58,0.981,1.0,0.997,0.984,1,2025-11-05,1.396,39.74,6.8,12.343
317,1,1,1850,1,4,5,3,2025-11-04T08:15:00.000+01:00,44,17,0,43.65,0.627,0.858,0.768,0.951,0,2025-11-07,1.127,25.91,5.64,5.43
